country,year,variable,value
CAN,2022,fertility_rate,1.33
CAN,2023,fertility_rate,1.26
CAN,1990,flfpr,57.884
CAN,1991,flfpr,57.826
CAN,1992,flfpr,57.202
CAN,1993,flfpr,57.009
CAN,1994,flfpr,56.856
CAN,1995,flfpr,56.808
CAN,1996,flfpr,56.769
CAN,1997,flfpr,57.086
CAN,1998,flfpr,57.674
CAN,1999,flfpr,58.201
CAN,2000,flfpr,58.669
CAN,2001,flfpr,58.978
CAN,2002,flfpr,60.159
CAN,2003,flfpr,61.174
CAN,2004,flfpr,61.293
CAN,2005,flfpr,60.992
CAN,2006,flfpr,61.268
CAN,2007,flfpr,61.769
CAN,2008,flfpr,61.9
CAN,2009,flfpr,61.889
CAN,2010,flfpr,61.867
CAN,2011,flfpr,61.643
CAN,2012,flfpr,61.73
CAN,2013,flfpr,61.816
CAN,2014,flfpr,61.204
CAN,2015,flfpr,60.969
CAN,2016,flfpr,60.879
CAN,2017,flfpr,61.072
CAN,2018,flfpr,60.965
CAN,2019,flfpr,61.253
CAN,2020,flfpr,59.379
CAN,2021,flfpr,60.635
CAN,2022,flfpr,61.049
CAN,2023,flfpr,61.134
CAN,1960,gdp_capita_const,15432.4717490557
CAN,1961,gdp_capita_const,15605.523188594
CAN,1962,gdp_capita_const,16455.7535452389
CAN,1963,gdp_capita_const,17007.690713787
CAN,1964,gdp_capita_const,17800.8641385665
CAN,1965,gdp_capita_const,18585.88144194
CAN,1966,gdp_capita_const,19476.027074606
CAN,1967,gdp_capita_const,19715.0936501258
CAN,1968,gdp_capita_const,20371.1440869411
CAN,1969,gdp_capita_const,21114.2870593259
CAN,1970,gdp_capita_const,21428.9091307708
CAN,1971,gdp_capita_const,21642.5407846389
CAN,1972,gdp_capita_const,22573.5662893211
CAN,1973,gdp_capita_const,23799.695529436
CAN,1974,gdp_capita_const,24257.8168034862
CAN,1975,gdp_capita_const,24275.8127510644
CAN,1976,gdp_capita_const,25369.4634351839
CAN,1977,gdp_capita_const,25960.6392016614
CAN,1978,gdp_capita_const,26663.7706981097
CAN,1979,gdp_capita_const,27384.6779329775
CAN,1980,gdp_capita_const,27622.3734030629
CAN,1981,gdp_capita_const,28215.530855259
CAN,1982,gdp_capita_const,26999.079084851
CAN,1983,gdp_capita_const,27418.4916111044
CAN,1984,gdp_capita_const,28762.9722015849
CAN,1985,gdp_capita_const,29851.6432940057
CAN,1986,gdp_capita_const,30183.4087940958
CAN,1987,gdp_capita_const,31001.1298465676
CAN,1988,gdp_capita_const,31951.5504658265
CAN,1989,gdp_capita_const,32116.9233234971
CAN,1990,gdp_capita_const,31700.5462613508
CAN,1991,gdp_capita_const,30654.3331550624
CAN,1992,gdp_capita_const,30563.3788132238
CAN,1993,gdp_capita_const,31032.7546058282
CAN,1994,gdp_capita_const,32074.1562636226
CAN,1995,gdp_capita_const,32595.4515150443
CAN,1996,gdp_capita_const,32801.3018574024
CAN,1997,gdp_capita_const,33867.0079071879
CAN,1998,gdp_capita_const,34894.6134264056
CAN,1999,gdp_capita_const,36391.535343959
CAN,2000,gdp_capita_const,37906.8601321366
CAN,2001,gdp_capita_const,38200.456120621
CAN,2002,gdp_capita_const,38921.6673033743
CAN,2003,gdp_capita_const,39270.0234577749
CAN,2004,gdp_capita_const,40108.7587456658
CAN,2005,gdp_capita_const,41006.2229523971
CAN,2006,gdp_capita_const,41663.5123057295
CAN,2007,gdp_capita_const,42106.8724378248
CAN,2008,gdp_capita_const,42067.5687072607
CAN,2009,gdp_capita_const,40376.4153847836
CAN,2010,gdp_capita_const,41164.3399119626
CAN,2011,gdp_capita_const,42043.6419795513
CAN,2012,gdp_capita_const,42320.6431330726
CAN,2013,gdp_capita_const,42851.170527104
CAN,2014,gdp_capita_const,43643.2356440047
CAN,2015,gdp_capita_const,43594.1941045394
CAN,2016,gdp_capita_const,43551.3425975115
CAN,2017,gdp_capita_const,44339.3886689254
CAN,2018,gdp_capita_const,44907.3436912123
CAN,2019,gdp_capita_const,45100.2915069262
CAN,2020,gdp_capita_const,42366.1285377884
CAN,2021,gdp_capita_const,44639.193269037
CAN,2022,gdp_capita_const,45677.686578804
CAN,2023,gdp_capita_const,45048.2842408265
CAN,1991,gini_index,31.9
CAN,1992,gini_index,31.6
CAN,1993,gini_index,31.7
CAN,1994,gini_index,31.3
CAN,1995,gini_index,31.5
CAN,1996,gini_index,32.8
CAN,1997,gini_index,33.1
CAN,1998,gini_index,33.2
CAN,1999,gini_index,33.1
CAN,2000,gini_index,33.4
CAN,2001,gini_index,33.6
CAN,2002,gini_index,33.6
CAN,2003,gini_index,33.8
CAN,2004,gini_index,33.8
CAN,2005,gini_index,33.6
CAN,2006,gini_index,34.1
CAN,2007,gini_index,33.8
CAN,2008,gini_index,33.9
CAN,2009,gini_index,34
CAN,2010,gini_index,33.6
CAN,2011,gini_index,32.7
CAN,2012,gini_index,33.5
CAN,2013,gini_index,33.8
CAN,2014,gini_index,33.2
CAN,2015,gini_index,33.7
CAN,2016,gini_index,32.7
CAN,2017,gini_index,33.3
CAN,2018,gini_index,32.5
CAN,2019,gini_index,31.7
CAN,2020,gini_index,29.9
CAN,2021,gini_index,31.1
CAN,1960,net_migration,49694
CAN,1961,net_migration,34721
CAN,1962,net_migration,35373
CAN,1963,net_migration,51831
CAN,1964,net_migration,68003
CAN,1965,net_migration,112401
CAN,1966,net_migration,144641
CAN,1967,net_migration,132856
CAN,1968,net_migration,108864
CAN,1969,net_migration,93600
CAN,1970,net_migration,304627
CAN,1971,net_migration,210244
CAN,1972,net_migration,89880
CAN,1973,net_migration,125401
CAN,1974,net_migration,155596
CAN,1975,net_migration,139797
CAN,1976,net_migration,106894
CAN,1977,net_migration,70339
CAN,1978,net_migration,52781
CAN,1979,net_migration,86719
CAN,1980,net_migration,122743
CAN,1981,net_migration,113461
CAN,1982,net_migration,89544
CAN,1983,net_migration,66172
CAN,1984,net_migration,55982
CAN,1985,net_migration,69776
CAN,1986,net_migration,121928
CAN,1987,net_migration,171308
CAN,1988,net_migration,238003
CAN,1989,net_migration,258094
CAN,1990,net_migration,181461
CAN,1991,net_migration,134463
CAN,1992,net_migration,138121
CAN,1993,net_migration,133426
CAN,1994,net_migration,134863
CAN,1995,net_migration,141818
CAN,1996,net_migration,154553
CAN,1997,net_migration,144678
CAN,1998,net_migration,142346
CAN,1999,net_migration,158342
CAN,2000,net_migration,201727
CAN,2001,net_migration,222100
CAN,2002,net_migration,208060
CAN,2003,net_migration,185643
CAN,2004,net_migration,194611
CAN,2005,net_migration,204526
CAN,2006,net_migration,202175
CAN,2007,net_migration,213801
CAN,2008,net_migration,238083
CAN,2009,net_migration,244463
CAN,2010,net_migration,225369
CAN,2011,net_migration,227075
CAN,2012,net_migration,243748
CAN,2013,net_migration,239813
CAN,2014,net_migration,192884
CAN,2015,net_migration,224332
CAN,2016,net_migration,329455
CAN,2017,net_migration,372685
CAN,2018,net_migration,420224
CAN,2019,net_migration,387685
CAN,2020,net_migration,256592
CAN,2021,net_migration,198867
CAN,2022,net_migration,459988
CAN,2023,net_migration,433842
CAN,1960,total_population,17909356
CAN,1961,total_population,18271000
CAN,1962,total_population,18614000
CAN,1963,total_population,18964000
CAN,1964,total_population,19325000
CAN,1965,total_population,19678000
CAN,1966,total_population,20048000
CAN,1967,total_population,20412000
CAN,1968,total_population,20744000
CAN,1969,total_population,21028000
CAN,1970,total_population,21324000
CAN,1971,total_population,21962032
CAN,1972,total_population,22218463
CAN,1973,total_population,22491777
CAN,1974,total_population,22807969
CAN,1975,total_population,23143275
CAN,1976,total_population,23449808
CAN,1977,total_population,23725843
CAN,1978,total_population,23963203
CAN,1979,total_population,24201544
CAN,1980,total_population,24515667
CAN,1981,total_population,24819915
CAN,1982,total_population,25116942
CAN,1983,total_population,25366451
CAN,1984,total_population,25607053
CAN,1985,total_population,25842116
CAN,1986,total_population,26100278
CAN,1987,total_population,26446601
CAN,1988,total_population,26791747
CAN,1989,total_population,27276781
CAN,1990,total_population,27691138
CAN,1991,total_population,28037420
CAN,1992,total_population,28371264
CAN,1993,total_population,28684764
CAN,1994,total_population,29000663
CAN,1995,total_population,29302311
CAN,1996,total_population,29610218
CAN,1997,total_population,29905948
CAN,1998,total_population,30155173
CAN,1999,total_population,30401286
CAN,2000,total_population,30685730
CAN,2001,total_population,31020855
CAN,2002,total_population,31359199
CAN,2003,total_population,31642461
CAN,2004,total_population,31938807
CAN,2005,total_population,32242732
CAN,2006,total_population,32571193
CAN,2007,total_population,32888886
CAN,2008,total_population,33247298
CAN,2009,total_population,33630069
CAN,2010,total_population,34005902
CAN,2011,total_population,34339221
CAN,2012,total_population,34713395
CAN,2013,total_population,35080992
CAN,2014,total_population,35434066
CAN,2015,total_population,35704498
CAN,2016,total_population,36110803
CAN,2017,total_population,36545075
CAN,2018,total_population,37072620
CAN,2019,total_population,37618495
CAN,2020,total_population,38028638
CAN,2021,total_population,38239864
CAN,2022,total_population,38935934
CAN,2023,total_population,40083484
CHN,1991,emp_to_pop,76.84
CHN,1992,emp_to_pop,76.38
CHN,1993,emp_to_pop,75.663
CHN,1994,emp_to_pop,75.027
CHN,1995,emp_to_pop,74.47
CHN,1996,emp_to_pop,73.891
CHN,1997,emp_to_pop,73.315
CHN,1998,emp_to_pop,72.807
CHN,1999,emp_to_pop,72.293
CHN,2000,emp_to_pop,71.771
CHN,2001,emp_to_pop,71.07
CHN,2002,emp_to_pop,70.444
CHN,2003,emp_to_pop,69.891
CHN,2004,emp_to_pop,69.652
CHN,2005,emp_to_pop,69.323
CHN,2006,emp_to_pop,69.078
CHN,2007,emp_to_pop,68.824
CHN,2008,emp_to_pop,68.337
CHN,2009,emp_to_pop,67.929
CHN,2010,emp_to_pop,67.746
CHN,2011,emp_to_pop,67.636
CHN,2012,emp_to_pop,67.185
CHN,2013,emp_to_pop,66.751
CHN,2014,emp_to_pop,66.425
CHN,2015,emp_to_pop,66.078
CHN,2016,emp_to_pop,65.739
CHN,2017,emp_to_pop,65.295
CHN,2018,emp_to_pop,64.887
CHN,2019,emp_to_pop,64.307
CHN,2020,emp_to_pop,62.678
CHN,2021,emp_to_pop,64.056
CHN,2022,emp_to_pop,62.523
CHN,2023,emp_to_pop,62.756
CHN,1960,fertility_rate,4.451
CHN,1961,fertility_rate,3.863
CHN,1962,fertility_rate,6.085
CHN,1963,fertility_rate,7.513
CHN,1964,fertility_rate,6.672
CHN,1965,fertility_rate,6.605
CHN,1966,fertility_rate,6.307
CHN,1967,fertility_rate,5.806
CHN,1968,fertility_rate,6.508
CHN,1969,fertility_rate,6.175
CHN,1970,fertility_rate,6.085
CHN,1971,fertility_rate,5.523
CHN,1972,fertility_rate,5.112
CHN,1973,fertility_rate,4.726
CHN,1974,fertility_rate,4.17
CHN,1975,fertility_rate,3.571
CHN,1976,fertility_rate,3.235
CHN,1977,fertility_rate,2.844
CHN,1978,fertility_rate,2.716
CHN,1979,fertility_rate,2.745
CHN,1980,fertility_rate,2.739
CHN,1981,fertility_rate,2.792
CHN,1982,fertility_rate,2.972
CHN,1983,fertility_rate,2.559
CHN,1984,fertility_rate,2.607
CHN,1985,fertility_rate,2.633
CHN,1986,fertility_rate,2.721
CHN,1987,fertility_rate,2.76
CHN,1988,fertility_rate,2.539
CHN,1989,fertility_rate,2.52
CHN,1990,fertility_rate,2.514
CHN,1991,fertility_rate,1.934
CHN,1992,fertility_rate,1.776
CHN,1993,fertility_rate,1.691
CHN,1994,fertility_rate,1.628
CHN,1995,fertility_rate,1.588
CHN,1996,fertility_rate,1.554
CHN,1997,fertility_rate,1.527
CHN,1998,fertility_rate,1.522
CHN,1999,fertility_rate,1.53
CHN,2000,fertility_rate,1.628
CHN,2001,fertility_rate,1.563
CHN,2002,fertility_rate,1.566
CHN,2003,fertility_rate,1.57
CHN,2004,fertility_rate,1.605
CHN,2005,fertility_rate,1.624
CHN,2006,fertility_rate,1.644
CHN,2007,fertility_rate,1.666
CHN,2008,fertility_rate,1.701
CHN,2009,fertility_rate,1.714
CHN,2010,fertility_rate,1.687
CHN,2011,fertility_rate,1.668
CHN,2012,fertility_rate,1.798
CHN,2013,fertility_rate,1.714
CHN,2014,fertility_rate,1.769
CHN,2015,fertility_rate,1.67
CHN,2016,fertility_rate,1.772
CHN,2017,fertility_rate,1.795
CHN,2018,fertility_rate,1.539
CHN,2019,fertility_rate,1.496
CHN,2020,fertility_rate,1.236
CHN,2021,fertility_rate,1.117
CHN,2022,fertility_rate,1.034
CHN,2023,fertility_rate,0.999
CHN,1990,flfpr,73.09
CHN,1991,flfpr,72.595
CHN,1992,flfpr,72.095
CHN,1993,flfpr,71.589
CHN,1994,flfpr,71.079
CHN,1995,flfpr,70.564
CHN,1996,flfpr,70.043
CHN,1997,flfpr,69.518
CHN,1998,flfpr,68.988
CHN,1999,flfpr,68.453
CHN,2000,flfpr,67.913
CHN,2001,flfpr,67.502
CHN,2002,flfpr,67.088
CHN,2003,flfpr,66.67
CHN,2004,flfpr,66.25
CHN,2005,flfpr,65.826
CHN,2006,flfpr,65.4
CHN,2007,flfpr,64.972
CHN,2008,flfpr,64.541
CHN,2009,flfpr,64.108
CHN,2010,flfpr,63.672
CHN,2011,flfpr,63.654
CHN,2012,flfpr,63.318
CHN,2013,flfpr,63.001
CHN,2014,flfpr,62.797
CHN,2015,flfpr,62.571
CHN,2016,flfpr,62.286
CHN,2017,flfpr,61.911
CHN,2018,flfpr,61.533
CHN,2019,flfpr,61.248
CHN,2020,flfpr,59.908
CHN,2021,flfpr,61.181
CHN,2022,flfpr,59.894
CHN,2023,flfpr,59.948
CHN,1960,gdp_capita_const,241.38865640518
CHN,1961,gdp_capita_const,177.353933927811
CHN,1962,gdp_capita_const,166.089290187301
CHN,1963,gdp_capita_const,178.749038517739
CHN,1964,gdp_capita_const,206.39971909742
CHN,1965,gdp_capita_const,235.704122134957
CHN,1966,gdp_capita_const,253.637443822626
CHN,1967,gdp_capita_const,232.936829969655
CHN,1968,gdp_capita_const,217.629498896299
CHN,1969,gdp_capita_const,247.617408237114
CHN,1970,gdp_capita_const,287.360990977917
CHN,1971,gdp_capita_const,299.312840926518
CHN,1972,gdp_capita_const,303.174293759294
CHN,1973,gdp_capita_const,319.325276730838
CHN,1974,gdp_capita_const,320.021423931396
CHN,1975,gdp_capita_const,341.835493900954
CHN,1976,gdp_capita_const,331.302441675199
CHN,1977,gdp_capita_const,351.558278512051
CHN,1978,gdp_capita_const,386.173258026462
CHN,1979,gdp_capita_const,409.983402451709
CHN,1980,gdp_capita_const,436.591787138212
CHN,1981,gdp_capita_const,453.072706510383
CHN,1982,gdp_capita_const,486.894420983869
CHN,1983,gdp_capita_const,531.391311022454
CHN,1984,gdp_capita_const,604.354027423819
CHN,1985,gdp_capita_const,676.279975098168
CHN,1986,gdp_capita_const,725.829362656239
CHN,1987,gdp_capita_const,797.34114295479
CHN,1988,gdp_capita_const,872.659353617186
CHN,1989,gdp_capita_const,895.53052635227
CHN,1990,gdp_capita_const,917.270661782581
CHN,1991,gdp_capita_const,989.548540519036
CHN,1992,gdp_capita_const,1117.27329480169
CHN,1993,gdp_capita_const,1258.34946089635
CHN,1994,gdp_capita_const,1406.85845705008
CHN,1995,gdp_capita_const,1545.19429404212
CHN,1996,gdp_capita_const,1681.62743528935
CHN,1997,gdp_capita_const,1819.09789302268
CHN,1998,gdp_capita_const,1944.43719705771
CHN,1999,gdp_capita_const,2076.81812919622
CHN,2000,gdp_capita_const,2237.44298500334
CHN,2001,gdp_capita_const,2405.89396743215
CHN,2002,gdp_capita_const,2610.72960252379
CHN,2003,gdp_capita_const,2857.0373538115
CHN,2004,gdp_capita_const,3127.86276523632
CHN,2005,gdp_capita_const,3465.81734409951
CHN,2006,gdp_capita_const,3883.35412942474
CHN,2007,gdp_capita_const,4409.75700836878
CHN,2008,gdp_capita_const,4811.47471804961
CHN,2009,gdp_capita_const,5237.76666540352
CHN,2010,gdp_capita_const,5764.86534987407
CHN,2011,gdp_capita_const,6275.90956436258
CHN,2012,gdp_capita_const,6723.19443752823
CHN,2013,gdp_capita_const,7198.06876478162
CHN,2014,gdp_capita_const,7686.57792954381
CHN,2015,gdp_capita_const,8175.33285077393
CHN,2016,gdp_capita_const,8679.37704460133
CHN,2017,gdp_capita_const,9221.51403820573
CHN,2018,gdp_capita_const,9798.6528523316
CHN,2019,gdp_capita_const,10356.4804194995
CHN,2020,gdp_capita_const,10573.6420059282
CHN,2021,gdp_capita_const,11469.5707134928
CHN,2022,gdp_capita_const,11830.5983703496
CHN,2023,gdp_capita_const,12484.1578844175
CHN,1993,gini_index,33.9
CHN,1996,gini_index,35.2
CHN,1999,gini_index,38.7
CHN,2002,gini_index,42
CHN,2005,gini_index,40.9
CHN,2008,gini_index,43
CHN,2010,gini_index,43.7
CHN,2011,gini_index,42.4
CHN,2012,gini_index,42.2
CHN,2013,gini_index,39.7
CHN,2014,gini_index,39.2
CHN,2015,gini_index,38.6
CHN,2016,gini_index,38.5
CHN,2017,gini_index,39.1
CHN,2018,gini_index,38.5
CHN,2019,gini_index,38.2
CHN,2020,gini_index,37.1
CHN,2021,gini_index,35.7
CHN,2022,gini_index,36
CHN,1960,net_migration,-16927
CHN,1961,net_migration,-25578
CHN,1962,net_migration,-31305
CHN,1963,net_migration,-31383
CHN,1964,net_migration,-1250441
CHN,1965,net_migration,-130900
CHN,1966,net_migration,4165
CHN,1967,net_migration,1246654
CHN,1968,net_migration,-37290
CHN,1969,net_migration,-72836
CHN,1970,net_migration,-126510
CHN,1971,net_migration,-180153
CHN,1972,net_migration,-215650
CHN,1973,net_migration,-214997
CHN,1974,net_migration,-175239
CHN,1975,net_migration,-115173
CHN,1976,net_migration,-55109
CHN,1977,net_migration,-15323
CHN,1978,net_migration,-9916
CHN,1979,net_migration,-13704
CHN,1980,net_migration,-20129
CHN,1981,net_migration,-28016
CHN,1982,net_migration,-36181
CHN,1983,net_migration,-43756
CHN,1984,net_migration,-51961
CHN,1985,net_migration,-60929
CHN,1986,net_migration,-79190
CHN,1987,net_migration,-169170
CHN,1988,net_migration,-282194
CHN,1989,net_migration,-313476
CHN,1990,net_migration,-11187
CHN,1991,net_migration,-544650
CHN,1992,net_migration,-142985
CHN,1993,net_migration,-373316
CHN,1994,net_migration,-723641
CHN,1995,net_migration,-365986
CHN,1996,net_migration,-250750
CHN,1997,net_migration,-279251
CHN,1998,net_migration,-40472
CHN,1999,net_migration,-96102
CHN,2000,net_migration,-62622
CHN,2001,net_migration,-176419
CHN,2002,net_migration,-761291
CHN,2003,net_migration,-613223
CHN,2004,net_migration,-770977
CHN,2005,net_migration,-103701
CHN,2006,net_migration,-759559
CHN,2007,net_migration,-1042019
CHN,2008,net_migration,-764370
CHN,2009,net_migration,-177135
CHN,2010,net_migration,-184144
CHN,2011,net_migration,-416189
CHN,2012,net_migration,-58864
CHN,2013,net_migration,-188951
CHN,2014,net_migration,-371108
CHN,2015,net_migration,-646941
CHN,2016,net_migration,-153056
CHN,2017,net_migration,-94625
CHN,2018,net_migration,-198206
CHN,2019,net_migration,-656091
CHN,2020,net_migration,-91577
CHN,2021,net_migration,-379749
CHN,2022,net_migration,-293846
CHN,2023,net_migration,-567724
CHN,1960,total_population,667070000
CHN,1961,total_population,660330000
CHN,1962,total_population,665770000
CHN,1963,total_population,682335000
CHN,1964,total_population,698355000
CHN,1965,total_population,715185000
CHN,1966,total_population,735400000
CHN,1967,total_population,754550000
CHN,1968,total_population,774510000
CHN,1969,total_population,796025000
CHN,1970,total_population,818315000
CHN,1971,total_population,841105000
CHN,1972,total_population,862030000
CHN,1973,total_population,881940000
CHN,1974,total_population,900350000
CHN,1975,total_population,916395000
CHN,1976,total_population,930685000
CHN,1977,total_population,943455000
CHN,1978,total_population,956165000
CHN,1979,total_population,969005000
CHN,1980,total_population,981235000
CHN,1981,total_population,993885000
CHN,1982,total_population,1008630000
CHN,1983,total_population,1023310000
CHN,1984,total_population,1036825000
CHN,1985,total_population,1051040000
CHN,1986,total_population,1066790000
CHN,1987,total_population,1084035000
CHN,1988,total_population,1101630000
CHN,1989,total_population,1118650000
CHN,1990,total_population,1135185000
CHN,1991,total_population,1150780000
CHN,1992,total_population,1164970000
CHN,1993,total_population,1178440000
CHN,1994,total_population,1191835000
CHN,1995,total_population,1204855000
CHN,1996,total_population,1217550000
CHN,1997,total_population,1230075000
CHN,1998,total_population,1241935000
CHN,1999,total_population,1252735000
CHN,2000,total_population,1262645000
CHN,2001,total_population,1271850000
CHN,2002,total_population,1280400000
CHN,2003,total_population,1288400000
CHN,2004,total_population,1296075000
CHN,2005,total_population,1303720000
CHN,2006,total_population,1311020000
CHN,2007,total_population,1317885000
CHN,2008,total_population,1324655000
CHN,2009,total_population,1331260000
CHN,2010,total_population,1337705000
CHN,2011,total_population,1345035000
CHN,2012,total_population,1354190000
CHN,2013,total_population,1363240000
CHN,2014,total_population,1371860000
CHN,2015,total_population,1379860000
CHN,2016,total_population,1387790000
CHN,2017,total_population,1396215000
CHN,2018,total_population,1402760000
CHN,2019,total_population,1407745000
CHN,2020,total_population,1411100000
CHN,2021,total_population,1412360000
CHN,2022,total_population,1412175000
CHN,2023,total_population,1410710000
DEU,1991,emp_to_pop,56.43
DEU,1992,emp_to_pop,55.34
DEU,1993,emp_to_pop,54.055
DEU,1994,emp_to_pop,53.562
DEU,1995,emp_to_pop,53.501
DEU,1996,emp_to_pop,52.893
DEU,1997,emp_to_pop,52.49
DEU,1998,emp_to_pop,52.48
DEU,1999,emp_to_pop,53.171
DEU,2000,emp_to_pop,53.398
DEU,2001,emp_to_pop,53.398
DEU,2002,emp_to_pop,52.888
DEU,2003,emp_to_pop,52.19
DEU,2004,emp_to_pop,51.294
DEU,2005,emp_to_pop,51.803
DEU,2006,emp_to_pop,52.934
DEU,2007,emp_to_pop,53.907
DEU,2008,emp_to_pop,54.651
DEU,2009,emp_to_pop,54.545
DEU,2010,emp_to_pop,55.134
DEU,2011,emp_to_pop,56.282
DEU,2012,emp_to_pop,56.737
DEU,2013,emp_to_pop,57.074
DEU,2014,emp_to_pop,57.371
DEU,2015,emp_to_pop,57.442
DEU,2016,emp_to_pop,57.932
DEU,2017,emp_to_pop,58.366
DEU,2018,emp_to_pop,58.8
DEU,2019,emp_to_pop,59.368
DEU,2020,emp_to_pop,58.131
DEU,2021,emp_to_pop,58.224
DEU,2022,emp_to_pop,59.028
DEU,2023,emp_to_pop,59.241
DEU,1960,fertility_rate,2.37
DEU,1961,fertility_rate,2.45
DEU,1962,fertility_rate,2.44
DEU,1963,fertility_rate,2.51
DEU,1964,fertility_rate,2.54
DEU,1965,fertility_rate,2.5
DEU,1966,fertility_rate,2.53
DEU,1967,fertility_rate,2.48
DEU,1968,fertility_rate,2.38
DEU,1969,fertility_rate,2.21
DEU,1970,fertility_rate,2.03
DEU,1971,fertility_rate,1.92
DEU,1972,fertility_rate,1.71
DEU,1973,fertility_rate,1.54
DEU,1974,fertility_rate,1.51
DEU,1975,fertility_rate,1.45
DEU,1976,fertility_rate,1.45
DEU,1977,fertility_rate,1.4
DEU,1978,fertility_rate,1.38
DEU,1979,fertility_rate,1.38
DEU,1980,fertility_rate,1.44
DEU,1981,fertility_rate,1.43
DEU,1982,fertility_rate,1.41
DEU,1983,fertility_rate,1.33
DEU,1984,fertility_rate,1.29
DEU,1985,fertility_rate,1.37
DEU,1986,fertility_rate,1.43
DEU,1987,fertility_rate,1.43
DEU,1988,fertility_rate,1.46
DEU,1989,fertility_rate,1.42
DEU,1990,fertility_rate,1.45
DEU,1991,fertility_rate,1.33
DEU,1992,fertility_rate,1.29
DEU,1993,fertility_rate,1.28
DEU,1994,fertility_rate,1.24
DEU,1995,fertility_rate,1.25
DEU,1996,fertility_rate,1.3
DEU,1997,fertility_rate,1.35
DEU,1998,fertility_rate,1.36
DEU,1999,fertility_rate,1.36
DEU,2000,fertility_rate,1.38
DEU,2001,fertility_rate,1.35
DEU,2002,fertility_rate,1.34
DEU,2003,fertility_rate,1.34
DEU,2004,fertility_rate,1.36
DEU,2005,fertility_rate,1.34
DEU,2006,fertility_rate,1.33
DEU,2007,fertility_rate,1.37
DEU,2008,fertility_rate,1.38
DEU,2009,fertility_rate,1.36
DEU,2010,fertility_rate,1.39
DEU,2011,fertility_rate,1.39
DEU,2012,fertility_rate,1.41
DEU,2013,fertility_rate,1.42
DEU,2014,fertility_rate,1.47
DEU,2015,fertility_rate,1.5
DEU,2016,fertility_rate,1.6
DEU,2017,fertility_rate,1.57
DEU,2018,fertility_rate,1.57
DEU,2019,fertility_rate,1.54
DEU,2020,fertility_rate,1.53
DEU,2021,fertility_rate,1.58
DEU,2022,fertility_rate,1.455
DEU,2023,fertility_rate,1.39
DEU,1990,flfpr,45.168
DEU,1991,flfpr,47.909
DEU,1992,flfpr,47.817
DEU,1993,flfpr,47.472
DEU,1994,flfpr,47.98
DEU,1995,flfpr,47.835
DEU,1996,flfpr,47.854
DEU,1997,flfpr,48.357
DEU,1998,flfpr,48.537
DEU,1999,flfpr,49.055
DEU,2000,flfpr,49.001
DEU,2001,flfpr,49.347
DEU,2002,flfpr,49.58
DEU,2003,flfpr,49.985
DEU,2004,flfpr,49.742
DEU,2005,flfpr,50.694
DEU,2006,flfpr,51.758
DEU,2007,flfpr,52.21
DEU,2008,flfpr,51.998
DEU,2009,flfpr,52.624
DEU,2010,flfpr,52.528
DEU,2011,flfpr,53.71
DEU,2012,flfpr,53.68
DEU,2013,flfpr,54.194
DEU,2014,flfpr,54.468
DEU,2015,flfpr,54.441
DEU,2016,flfpr,54.808
DEU,2017,flfpr,55.138
DEU,2018,flfpr,55.211
DEU,2019,flfpr,55.709
DEU,2020,flfpr,55.113
DEU,2021,flfpr,55.019
DEU,2022,flfpr,55.595
DEU,2023,flfpr,55.848
DEU,1960,gdp_capita_const,12600.3273992412
DEU,1961,gdp_capita_const,13041.1594720849
DEU,1962,gdp_capita_const,13524.6491075732
DEU,1963,gdp_capita_const,13766.5355388815
DEU,1964,gdp_capita_const,14562.8358894503
DEU,1965,gdp_capita_const,15196.3266164578
DEU,1966,gdp_capita_const,15493.8283796101
DEU,1967,gdp_capita_const,15372.215013494
DEU,1968,gdp_capita_const,16171.5531455437
DEU,1969,gdp_capita_const,17233.9697062465
DEU,1970,gdp_capita_const,18053.2877696478
DEU,1971,gdp_capita_const,18584.7134179179
DEU,1972,gdp_capita_const,19291.3926821626
DEU,1973,gdp_capita_const,20149.4771457641
DEU,1974,gdp_capita_const,20320.900896451
DEU,1975,gdp_capita_const,20220.0209844016
DEU,1976,gdp_capita_const,21311.9450152475
DEU,1977,gdp_capita_const,22075.2189133832
DEU,1978,gdp_capita_const,22759.1492956686
DEU,1979,gdp_capita_const,23693.2601863037
DEU,1980,gdp_capita_const,23977.2698576818
DEU,1981,gdp_capita_const,24067.4825489522
DEU,1982,gdp_capita_const,23995.2661838189
DEU,1983,gdp_capita_const,24436.5473264161
DEU,1984,gdp_capita_const,25213.38204825
DEU,1985,gdp_capita_const,25858.0588621429
DEU,1986,gdp_capita_const,26437.4177349407
DEU,1987,gdp_capita_const,26766.9600591944
DEU,1988,gdp_capita_const,27651.0362699101
DEU,1989,gdp_capita_const,28507.1621309974
DEU,1990,gdp_capita_const,29747.6909354385
DEU,1991,gdp_capita_const,31040.2935634693
DEU,1992,gdp_capita_const,31425.6476019368
DEU,1993,gdp_capita_const,30915.8728850114
DEU,1994,gdp_capita_const,31609.1102824496
DEU,1995,gdp_capita_const,31990.7949834569
DEU,1996,gdp_capita_const,32229.4778712612
DEU,1997,gdp_capita_const,32779.2802466297
DEU,1998,gdp_capita_const,33461.3192177074
DEU,1999,gdp_capita_const,34152.0032259735
DEU,2000,gdp_capita_const,35087.0891588694
